age,job,marital,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,y
38,blue-collar,married,primary,no,168,yes,yes,may,212,3,-1,0,no
39,blue-collar,married,primary,no,7685,yes,no,apr,493,3,-1,0,no
35,technician,divorced,tertiary,no,4515,yes,no,nov,98,2,-1,0,no
28,blue-collar,single,secondary,no,517,no,yes,jul,681,1,-1,0,yes
27,blue-collar,single,secondary,no,148,no,no,jul,203,1,-1,0,no
48,retired,married,primary,yes,-285,no,yes,nov,157,1,-1,0,no
50,blue-collar,married,secondary,no,887,no,no,jun,287,1,-1,0,no
45,self-employed,married,secondary,no,3098,yes,no,aug,159,2,-1,0,no
41,technician,married,tertiary,no,744,yes,no,may,125,1,-1,0,no
39,technician,married,secondary,no,130,no,no,jul,202,2,-1,0,no
44,management,married,secondary,no,438,yes,no,may,37,3,303,1,no
54,admin.,married,secondary,no,0,no,no,jan,161,1,98,2,yes
49,management,married,tertiary,no,322,no,no,aug,72,4,-1,0,no
34,blue-collar,single,secondary,no,186,no,no,feb,342,1,-1,0,no
75,retired,divorced,tertiary,no,3810,yes,no,nov,262,1,183,1,yes
42,management,married,tertiary,no,0,no,no,aug,325,2,-1,0,no
53,blue-collar,married,secondary,no,4380,no,no,aug,223,7,-1,0,no
49,management,divorced,tertiary,no,755,no,no,jul,1212,4,-1,0,yes
31,services,single,secondary,no,2070,no,no,aug,319,2,-1,0,no
45,blue-collar,single,primary,no,999,no,no,jan,182,2,-1,0,no
39,self-employed,married,secondary,no,167,yes,yes,jul,330,1,-1,0,no
46,technician,married,secondary,no,1322,yes,yes,nov,514,1,-1,0,no
42,admin.,divorced,secondary,no,1076,yes,no,may,213,1,-1,0,no
37,management,married,tertiary,no,502,yes,no,may,551,1,351,1,no
26,technician,single,tertiary,no,1216,yes,no,apr,472,2,-1,0,no
37,management,single,tertiary,no,876,yes,no,apr,140,4,327,2,no
36,services,single,secondary,no,342,yes,no,may,142,1,-1,0,no
29,blue-collar,single,primary,no,950,yes,no,jun,135,3,-1,0,no
36,blue-collar,married,primary,no,973,yes,yes,may,293,1,-1,0,no
26,technician,married,tertiary,no,3825,yes,no,may,107,1,-1,0,no
32,blue-collar,married,secondary,no,2366,yes,no,may,127,2,-1,0,no
40,management,married,tertiary,no,542,yes,no,nov,1816,1,-1,0,no
53,management,married,primary,no,995,no,no,feb,200,3,-1,0,no
29,management,married,tertiary,no,20,yes,no,may,418,1,-1,0,no
34,technician,single,tertiary,no,228,yes,no,jul,387,4,-1,0,no
43,blue-collar,married,secondary,no,130,no,no,may,156,1,337,3,no
56,management,married,tertiary,no,217,no,yes,jul,121,2,-1,0,no
55,entrepreneur,divorced,tertiary,no,0,no,no,jun,108,2,-1,0,no
31,self-employed,married,tertiary,no,259,yes,no,may,47,1,-1,0,no
27,admin.,single,secondary,no,619,yes,no,apr,16,5,322,4,no
36,management,married,secondary,no,644,yes,no,nov,54,2,-1,0,no
44,management,married,tertiary,no,22,yes,no,aug,265,2,-1,0,no
37,admin.,divorced,tertiary,no,4303,yes,no,may,168,1,-1,0,no
30,admin.,single,secondary,no,239,yes,no,may,115,3,-1,0,no
42,technician,single,secondary,no,275,no,no,aug,31,8,-1,0,no
30,management,married,tertiary,no,1221,yes,no,jul,279,4,-1,0,yes
62,retired,married,secondary,no,816,no,no,sep,28,2,-1,0,no
24,blue-collar,married,secondary,no,1222,yes,no,apr,369,1,-1,0,no
31,technician,married,secondary,no,2363,yes,no,may,247,1,-1,0,no
66,retired,married,tertiary,no,2262,no,no,apr,155,1,-1,0,no
47,admin.,married,secondary,no,2,no,no,jul,89,1,-1,0,no
39,entrepreneur,married,tertiary,no,2,yes,no,nov,180,1,-1,0,no
35,technician,married,secondary,no,4508,yes,no,nov,854,1,-1,0,yes
35,admin.,divorced,secondary,no,-402,yes,no,apr,46,1,-1,0,no
27,technician,married,secondary,no,1577,yes,yes,may,266,2,-1,0,no
32,blue-collar,married,secondary,no,34,yes,no,may,321,2,-1,0,no
44,management,married,tertiary,no,795,no,no,aug,99,24,-1,0,no
42,blue-collar,married,secondary,no,117,yes,no,may,147,1,-1,0,no
34,self-employed,single,tertiary,no,5462,no,no,apr,430,1,-1,0,yes
25,services,single,secondary,no,402,no,yes,jul,264,1,-1,0,no
40,technician,single,secondary,no,641,no,no,jul,156,6,-1,0,no
43,management,divorced,tertiary,no,36,no,no,may,118,1,102,2,no
55,unemployed,married,tertiary,no,383,no,no,may,343,3,-1,0,no
50,blue-collar,married,secondary,no,283,yes,no,aug,226,3,-1,0,no
45,management,divorced,tertiary,no,0,no,no,jun,5,1,-1,0,no
35,blue-collar,divorced,secondary,no,3102,yes,no,nov,138,1,-1,0,no
32,blue-collar,married,secondary,no,889,yes,no,sep,185,1,99,5,yes
59,housemaid,married,secondary,no,0,no,no,feb,722,1,99,4,no
34,self-employed,married,secondary,no,-370,yes,no,may,748,1,-1,0,no
39,management,married,tertiary,no,-606,yes,no,may,142,1,-1,0,no
40,management,single,secondary,no,10378,yes,no,nov,523,3,-1,0,no
36,blue-collar,single,primary,no,1313,yes,no,jun,8,10,-1,0,no
40,management,married,tertiary,no,8969,yes,no,nov,153,1,-1,0,no
55,self-employed,married,secondary,no,-196,yes,no,may,210,2,-1,0,no
38,entrepreneur,married,secondary,yes,15,yes,no,jul,121,1,-1,0,no
61,admin.,married,secondary,no,4608,no,no,mar,212,1,-1,0,yes
41,management,married,tertiary,no,666,yes,no,may,253,3,-1,0,no
57,blue-collar,married,primary,no,452,yes,no,may,139,4,-1,0,no
48,blue-collar,married,secondary,no,149,yes,no,may,71,1,-1,0,no
77,retired,married,tertiary,no,7802,no,no,may,421,1,92,2,yes
35,services,married,secondary,no,1453,yes,no,may,199,1,-1,0,no
54,blue-collar,married,secondary,no,1480,yes,no,may,108,1,-1,0,no
37,management,single,unknown,no,715,yes,no,may,247,2,-1,0,no
56,management,single,secondary,no,237,yes,no,jul,236,4,-1,0,no
40,technician,married,secondary,no,694,yes,no,feb,97,4,196,5,no
40,management,married,tertiary,no,0,no,no,jul,109,8,-1,0,no
54,management,married,tertiary,no,55,yes,no,jun,112,2,-1,0,no
55,housemaid,married,primary,no,136,yes,no,jun,15,10,-1,0,no
55,services,divorced,secondary,yes,-404,yes,no,jul,502,3,-1,0,no
52,blue-collar,married,primary,no,779,yes,no,may,30,3,-1,0,no
55,blue-collar,single,primary,no,1187,yes,no,jun,193,2,-1,0,no
33,management,married,tertiary,no,641,yes,no,aug,347,2,-1,0,no
52,blue-collar,married,unknown,no,826,yes,no,may,468,2,-1,0,no
33,services,divorced,secondary,no,991,yes,no,may,148,1,-1,0,no
53,admin.,married,secondary,no,1796,no,no,mar,295,1,91,2,yes
46,admin.,married,secondary,no,22,no,no,aug,388,6,-1,0,yes
44,technician,single,secondary,no,244,yes,no,aug,1735,4,-1,0,yes
48,management,divorced,tertiary,no,1328,yes,no,may,339,1,-1,0,no
50,housemaid,married,secondary,no,7317,yes,no,may,172,1,370,1,no
34,technician,single,secondary,no,4943,yes,yes,nov,117,2,-1,0,no
38,technician,single,secondary,no,258,no,yes,jun,587,2,-1,0,no
42,management,single,tertiary,no,515,yes,no,nov,501,2,-1,0,no
32,management,single,tertiary,no,12607,no,no,aug,203,5,84,1,no
58,admin.,married,secondary,no,2,yes,yes,jul,282,9,-1,0,no
31,management,married,tertiary,no,13,no,no,aug,110,5,-1,0,no
19,student,single,primary,no,103,no,no,jul,104,2,-1,0,yes
41,management,married,tertiary,no,3872,no,no,oct,231,1,-1,0,no
31,unemployed,married,secondary,no,296,yes,no,may,378,3,-1,0,no
52,self-employed,single,primary,no,217,no,yes,jul,193,6,-1,0,no
42,self-employed,divorced,tertiary,no,360,yes,no,jun,110,5,-1,0,no
41,blue-collar,single,secondary,no,428,yes,no,may,92,1,-1,0,no
30,blue-collar,single,secondary,no,315,no,no,jun,1407,1,-1,0,yes
38,blue-collar,married,secondary,no,121,yes,yes,feb,168,1,212,2,no
32,management,married,tertiary,no,820,yes,no,jul,738,3,-1,0,no
52,technician,married,secondary,no,195,yes,no,feb,220,1,63,5,yes
48,management,divorced,tertiary,no,108,yes,no,may,89,2,-1,0,no
36,management,married,tertiary,no,-381,yes,no,jul,30,29,-1,0,no
45,unemployed,divorced,primary,no,757,no,no,apr,103,1,325,4,no
34,technician,married,tertiary,no,691,yes,yes,jun,70,1,-1,0,no
36,blue-collar,married,primary,no,1925,yes,no,apr,904,2,-1,0,yes
34,management,married,tertiary,no,902,yes,no,may,159,1,367,2,no
61,retired,married,secondary,no,5207,no,no,sep,336,1,81,2,no
54,services,married,secondary,no,0,no,no,jun,220,1,-1,0,no
50,entrepreneur,married,secondary,no,665,no,no,nov,238,1,-1,0,no
43,admin.,divorced,secondary,no,738,yes,no,nov,585,4,191,4,no
47,blue-collar,married,primary,no,233,no,no,aug,293,3,-1,0,no
45,services,married,secondary,no,-839,yes,no,may,68,1,-1,0,no
57,retired,married,primary,no,5799,no,no,jun,97,1,-1,0,no
27,admin.,married,secondary,no,1033,yes,no,may,1713,1,-1,0,no
49,unemployed,divorced,secondary,no,66,no,no,jul,218,3,-1,0,no
43,services,married,primary,no,2567,yes,no,may,109,1,360,2,no
40,management,married,tertiary,no,1584,yes,no,nov,661,1,-1,0,no
32,services,single,secondary,no,182,yes,no,may,145,1,-1,0,no
58,management,married,primary,no,76,yes,no,may,54,4,-1,0,no
34,admin.,single,secondary,no,663,yes,no,apr,111,1,-1,0,no
46,technician,divorced,secondary,no,3455,yes,no,may,566,2,-1,0,no
29,blue-collar,married,secondary,no,15,no,no,jun,136,1,-1,0,no
52,blue-collar,married,primary,no,1054,no,no,aug,273,1,-1,0,no
45,management,married,tertiary,no,1529,no,no,jun,160,1,-1,0,no
26,management,single,secondary,no,63,no,no,jul,76,4,-1,0,no
40,technician,married,tertiary,no,0,no,no,aug,44,1,-1,0,no
41,admin.,married,secondary,no,920,yes,yes,may,239,1,-1,0,no
47,admin.,single,secondary,no,3696,no,no,jul,250,2,181,4,yes
27,technician,single,unknown,no,59,no,no,jul,792,4,-1,0,no
27,services,married,secondary,no,0,yes,no,jul,198,13,-1,0,no
48,blue-collar,married,secondary,no,157,yes,no,may,73,1,-1,0,no
49,admin.,married,secondary,no,2465,no,no,aug,157,3,-1,0,no
35,blue-collar,married,primary,no,0,yes,no,jul,90,6,-1,0,no
47,self-employed,married,secondary,yes,2,no,no,feb,236,2,-1,0,no
54,management,married,tertiary,no,0,no,no,jul,118,5,-1,0,no
39,management,single,tertiary,no,12437,no,no,nov,40,1,-1,0,no
28,student,single,secondary,no,378,yes,no,apr,346,1,-1,0,no
54,blue-collar,married,primary,no,211,no,no,jun,200,2,-1,0,no
34,technician,married,secondary,no,-228,yes,no,apr,187,3,332,3,no
63,retired,married,secondary,no,2747,no,no,sep,113,1,80,1,no
42,self-employed,married,tertiary,no,1932,yes,no,may,192,32,-1,0,no
43,technician,single,secondary,no,11269,no,no,may,92,1,-1,0,no
37,admin.,married,secondary,no,1314,yes,no,may,682,2,85,7,no
55,blue-collar,married,primary,no,2275,no,no,aug,139,9,-1,0,no
43,management,single,tertiary,no,1304,no,no,aug,501,2,-1,0,yes
41,blue-collar,married,secondary,yes,720,no,yes,jul,651,1,-1,0,yes
47,technician,divorced,secondary,no,2914,yes,no,aug,405,13,-1,0,no
34,technician,married,secondary,no,1464,yes,no,may,350,1,-1,0,no
28,student,single,secondary,no,11555,no,no,apr,125,2,-1,0,no
36,services,married,secondary,no,-302,yes,no,may,36,2,-1,0,no
50,technician,married,secondary,no,2497,yes,no,nov,35,1,176,1,no
35,blue-collar,married,secondary,no,-339,yes,no,may,389,2,-1,0,no
40,technician,married,secondary,no,56,yes,yes,jan,194,1,247,1,no
26,self-employed,single,tertiary,no,211,no,no,jan,168,3,-1,0,no
36,management,divorced,tertiary,no,3611,yes,no,jun,347,3,-1,0,no
59,unemployed,married,primary,no,0,no,no,jan,3025,2,-1,0,no
28,student,single,secondary,no,459,no,no,mar,83,13,-1,0,no
46,entrepreneur,married,unknown,no,242,yes,no,may,332,2,-1,0,no
50,self-employed,married,secondary,no,1138,no,no,aug,219,10,-1,0,no
53,management,married,tertiary,no,1319,yes,no,apr,427,1,150,1,no
81,retired,married,secondary,no,1,no,no,aug,65,5,-1,0,no
35,services,divorced,secondary,no,67,yes,no,may,192,2,-1,0,no
58,retired,married,unknown,no,937,no,no,aug,155,1,-1,0,no
44,services,married,secondary,no,0,yes,yes,may,161,1,-1,0,no
38,management,married,tertiary,no,-558,yes,no,jul,533,1,-1,0,no
49,blue-collar,married,secondary,no,171,no,no,feb,19,3,175,2,no
33,technician,single,tertiary,no,696,no,yes,feb,193,1,176,8,no
29,management,married,tertiary,no,361,yes,yes,jul,819,3,-1,0,no
28,technician,single,secondary,no,227,no,no,apr,278,1,-1,0,yes
31,admin.,married,secondary,no,236,yes,yes,may,211,3,-1,0,no
33,management,single,tertiary,no,-53,no,no,jan,617,2,-1,0,no
52,technician,married,secondary,no,192,yes,no,jul,61,2,-1,0,no
43,management,divorced,tertiary,no,38,yes,no,jul,197,6,-1,0,no
32,self-employed,single,secondary,no,518,yes,no,may,34,7,-1,0,no
36,self-employed,married,tertiary,no,16,yes,yes,jul,95,4,-1,0,no
41,blue-collar,married,secondary,no,-256,yes,no,jun,147,2,-1,0,no
43,blue-collar,married,secondary,no,105,no,yes,jul,668,2,-1,0,no
45,self-employed,married,tertiary,no,334,no,no,jun,87,2,-1,0,no
39,technician,married,secondary,no,1048,no,yes,jul,405,1,-1,0,no
41,services,married,secondary,no,108,yes,yes,may,83,7,-1,0,no
31,technician,married,secondary,no,660,no,no,jun,115,1,-1,0,no
37,unemployed,single,tertiary,yes,0,yes,no,jul,108,1,-1,0,no
28,entrepreneur,married,unknown,no,1034,no,no,jan,113,1,-1,0,no
47,housemaid,married,primary,no,201,yes,no,aug,58,2,382,1,no
37,housemaid,married,primary,no,189,no,no,aug,148,4,-1,0,no
60,retired,divorced,unknown,no,-49,yes,no,jan,188,1,261,2,no
43,technician,divorced,secondary,no,1413,yes,no,jul,75,3,-1,0,no
58,retired,divorced,tertiary,no,264,yes,yes,jul,523,3,-1,0,no
52,entrepreneur,married,tertiary,no,54,yes,yes,nov,103,1,-1,0,no
50,blue-collar,married,primary,no,12519,yes,no,apr,146,2,147,4,no
32,services,single,secondary,no,2881,no,no,jul,356,1,-1,0,yes
42,blue-collar,married,primary,no,0,yes,no,jul,71,1,-1,0,no
31,admin.,married,secondary,no,88,yes,yes,aug,189,2,-1,0,no
28,blue-collar,married,secondary,no,1020,yes,no,may,251,1,-1,0,no
36,technician,divorced,tertiary,no,119,no,no,jul,127,8,-1,0,no
51,unemployed,single,tertiary,no,1594,no,no,feb,197,1,-1,0,no
46,technician,married,tertiary,no,342,yes,yes,may,84,1,-1,0,no
50,services,single,secondary,no,72,no,no,may,141,2,-1,0,no
32,blue-collar,married,secondary,no,14,yes,no,jun,171,1,-1,0,no
26,entrepreneur,single,tertiary,no,81,no,no,jul,262,3,-1,0,no
41,self-employed,married,tertiary,no,231,no,no,aug,352,2,-1,0,yes
39,technician,married,tertiary,no,1161,yes,no,apr,236,1,336,1,no
31,blue-collar,married,secondary,no,-45,yes,no,jun,184,1,-1,0,no
28,management,single,tertiary,no,231,yes,yes,jul,568,2,-1,0,no
31,management,single,secondary,no,36,no,no,aug,105,2,-1,0,no
30,technician,married,tertiary,no,1570,yes,no,may,260,1,-1,0,no
35,technician,married,tertiary,no,7050,no,no,aug,222,3,182,4,yes
33,blue-collar,married,primary,no,3704,yes,no,jun,447,2,-1,0,no
30,technician,single,tertiary,no,6619,yes,no,aug,239,8,-1,0,no
32,blue-collar,single,secondary,no,-84,yes,no,may,426,1,-1,0,no
40,management,single,tertiary,no,1509,no,no,may,333,1,58,3,no
31,self-employed,married,tertiary,no,1134,no,no,feb,174,2,-1,0,no
36,technician,married,secondary,no,146,yes,yes,may,284,2,-1,0,no
33,management,single,tertiary,no,9449,yes,no,may,428,1,-1,0,no
57,retired,married,secondary,no,374,yes,yes,jul,236,1,-1,0,no
45,technician,married,secondary,no,88,no,no,aug,150,2,-1,0,no
59,management,married,tertiary,no,2764,no,no,dec,237,1,206,2,no
30,management,single,tertiary,no,2,yes,yes,jul,1031,8,-1,0,yes
33,technician,married,tertiary,no,8023,no,no,nov,107,1,105,3,no
52,blue-collar,married,secondary,no,289,yes,no,may,45,13,-1,0,no
83,retired,married,secondary,no,0,no,no,mar,140,10,-1,0,no
58,self-employed,divorced,tertiary,no,1382,no,no,jun,700,1,-1,0,yes
33,management,divorced,tertiary,yes,280,no,yes,nov,155,1,-1,0,no
41,blue-collar,divorced,primary,no,2195,yes,no,jun,211,5,-1,0,no
31,self-employed,married,secondary,no,33,no,no,aug,165,4,-1,0,no
35,blue-collar,divorced,secondary,no,275,no,yes,jul,144,5,-1,0,no
27,management,single,tertiary,no,703,yes,no,jun,590,3,-1,0,yes
57,admin.,divorced,unknown,no,887,no,no,jun,43,8,-1,0,no
56,unknown,married,unknown,no,0,no,no,jun,471,2,-1,0,no
53,admin.,single,secondary,no,1178,yes,no,may,295,2,-1,0,no
39,management,married,tertiary,no,2763,yes,no,jun,526,2,-1,0,yes
32,entrepreneur,single,tertiary,no,890,yes,yes,aug,27,10,-1,0,no
46,self-employed,married,secondary,no,548,no,no,aug,1181,4,-1,0,yes
56,technician,married,tertiary,no,272,no,no,aug,103,2,-1,0,no
46,management,divorced,tertiary,no,6269,yes,no,nov,249,3,112,2,no
29,entrepreneur,married,secondary,no,178,yes,no,may,231,4,-1,0,no
60,management,married,primary,no,252,yes,yes,apr,123,2,147,3,no
33,housemaid,single,tertiary,no,23663,yes,no,apr,199,2,146,2,no
27,entrepreneur,single,tertiary,no,81,no,no,feb,197,1,199,3,no
50,self-employed,divorced,tertiary,no,59,yes,no,may,67,2,-1,0,no
45,services,married,secondary,no,1343,no,yes,jul,220,1,-1,0,no
58,retired,married,secondary,no,225,no,no,aug,122,6,-1,0,no
59,retired,married,primary,no,0,yes,no,may,104,7,-1,0,no
58,retired,divorced,primary,no,2538,yes,no,jul,307,6,-1,0,no
64,retired,married,primary,no,43,no,no,mar,117,1,91,1,no
47,technician,married,secondary,no,57,no,no,may,253,1,342,1,no
40,management,married,tertiary,no,-117,yes,no,jul,770,2,-1,0,no
36,technician,divorced,secondary,no,666,yes,yes,apr,190,1,133,1,no
28,management,single,tertiary,no,0,yes,no,jul,767,5,-1,0,yes
38,technician,single,tertiary,no,25,yes,no,jun,232,2,-1,0,yes
53,entrepreneur,married,primary,no,1034,yes,no,nov,854,2,170,3,no
46,blue-collar,single,secondary,no,324,yes,no,may,293,6,-1,0,no
54,technician,married,secondary,no,0,no,no,nov,986,1,94,8,no
32,management,married,tertiary,no,0,no,no,nov,66,1,-1,0,no
55,management,married,primary,no,621,no,yes,feb,114,1,208,1,no
55,retired,divorced,secondary,no,138,no,no,jul,205,1,-1,0,no
56,technician,married,secondary,no,4063,no,yes,jul,31,4,-1,0,no
40,blue-collar,married,secondary,no,11084,no,no,jun,113,1,-1,0,no
44,technician,married,secondary,no,310,yes,no,feb,200,1,253,1,no
32,entrepreneur,married,unknown,no,73,yes,no,nov,158,1,135,1,no
33,management,married,tertiary,no,1808,yes,no,jun,99,4,-1,0,no
41,unemployed,divorced,secondary,no,1281,no,no,jul,45,3,-1,0,no
37,technician,married,secondary,no,64,yes,no,may,239,4,278,2,no
58,management,single,tertiary,no,2,yes,no,may,168,3,-1,0,no
52,blue-collar,married,secondary,no,60,no,yes,aug,196,2,-1,0,no
49,services,single,secondary,no,133,no,no,jun,319,6,-1,0,no
44,housemaid,married,primary,no,3706,no,no,jun,209,3,-1,0,no
28,admin.,single,unknown,no,174,no,no,sep,184,1,-1,0,no
31,technician,married,secondary,no,251,no,yes,aug,156,2,-1,0,no
37,self-employed,married,secondary,no,4153,yes,no,jul,35,16,-1,0,no
30,technician,single,tertiary,no,985,yes,no,feb,88,2,-1,0,no
28,services,single,secondary,no,168,no,no,jun,347,3,140,2,yes
46,services,married,secondary,no,1550,yes,no,apr,126,2,149,8,no
47,management,married,tertiary,no,7708,yes,no,nov,157,5,-1,0,no
35,blue-collar,married,primary,no,-12,yes,no,may,212,5,-1,0,no
80,management,married,primary,no,6483,no,no,oct,123,1,-1,0,no
30,technician,single,tertiary,no,60,yes,yes,may,306,5,-1,0,no
55,technician,single,secondary,no,3339,yes,no,jun,63,1,-1,0,no
22,student,single,tertiary,no,1161,no,yes,jun,119,1,-1,0,no
33,blue-collar,single,primary,no,599,yes,no,may,29,1,-1,0,no
53,entrepreneur,married,unknown,no,28,no,no,jul,117,2,-1,0,no
49,management,married,tertiary,no,1430,no,no,nov,231,2,-1,0,no
51,retired,married,secondary,no,35,no,yes,jul,123,4,-1,0,no
41,self-employed,married,tertiary,no,6000,yes,no,nov,265,1,-1,0,no
34,technician,married,secondary,no,0,yes,no,jul,144,1,-1,0,no
36,blue-collar,single,secondary,no,340,no,yes,jun,559,3,-1,0,no
35,entrepreneur,married,tertiary,no,0,no,no,may,74,1,168,4,no
29,services,married,secondary,no,3,yes,no,jul,183,1,-1,0,no
40,technician,single,tertiary,no,445,yes,no,jul,631,1,-1,0,no
32,management,divorced,tertiary,no,874,no,no,aug,1282,6,-1,0,yes
48,blue-collar,married,secondary,no,705,no,no,may,108,2,-1,0,no
59,retired,married,unknown,no,1033,no,no,jun,1199,1,-1,0,yes
